taxon,EOK05_S_2020-02-07,EOK05_S_2020-02-21,EOK05_S_2020-02-26,EOK05_S_2020-03-10,EOK05_S_2020-03-23,EOK05_S_2020-04-17,EOK05_S_2020-04-27,EOK05_S_2020-05-11,EOK05_S_2020-05-22,EOK05_S_2020-05-27,EOK05_S_2020-06-09,EOK05_S_2020-06-18,EOK05_S_2020-07-02,EOK05_S_2020-07-17,EOK05_S_2020-07-27,EOK05_S_2020-08-06,EOK05_S_2020-09-02,EOK05_S_2020-09-16,EOK05_S_2020-09-29,EOK05_S_2020-10-29,EOK05_S_2020-11-19,EOK05_S_Wi2021
Sedimenticola,0.000239211558702517,0.00161483367213177,0.000632213720658799,0.000832613790551375,0.00157128680119087,0.000175187131708871,0.000781397693616485,0.00127891371279703,0.000427160578204559,0.000662327281032317,0.00206106135028412,0.000349367461017946,0.00104363048747643,0.000652282990466633,0.00447041292498333,0.00537149047576059,0.0076519105612475,0.00500268505695147,0.00323658203091195,0.0031328320802005,0.00123004592171441,0.00089060055361656
Phaeodactylibacter,3.18948744936689e-05,0.000265972604821703,8.10530411101024e-05,0.000462563216972986,0.000236283729502386,1.59261028826246e-05,1.26031886067175e-05,3.15781163653588e-05,0.000119604961897276,0.000182710974077881,0.000115573533660792,0.000128714327743454,0.000370320495556154,2.50878073256397e-05,3.92141484647661e-05,0.000112846438566399,6.44371415684e-05,0.00025437381645516,4.3269813247486e-05,7.22961249277039e-05,0.000300677891974634,9.628114093152e-05
Pseudohongiella,5.58160303639205e-05,0.000208978475217053,0.000129684865776164,3.08375477981991e-05,0.000212655356552148,0.000111482720178372,7.5619131640305e-05,0.000189468698192153,8.54321156409117e-05,0.000182710974077881,0.000173360300491188,1.83877611062077e-05,0.000201992997576084,0.000125439036628199,0.000431355633112427,0.00151214227678974,0.0006121528448998,0.000763121449365479,0.000320196618031397,0.000337381916329285,0.000136671769079379,2.407028523288e-05
WCHB1-32,0.00142729563359168,0.000436954993635656,0.000243159123330307,0.00243616627605773,0.00126411795283777,0.0012263099219621,0.00199130379986136,0.00334728033472803,0.00926084133547483,0.0044307411213886,0.00059712992391409,0.000956163577522801,0.000269323996768112,0.000401404917210236,0.000156856593859064,0.000428816466552316,0.000322185707842,0.000423956360758599,0.000181733215639441,0.000481974166184693,0.000574021430133392,0.00250330966421952
Pseudomonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gemmatimonadaceae,7.97371862341722e-05,0.000455953036837206,0.000226948515108287,0.000585913408165783,0.000295354661877983,7.96305144131231e-05,1.26031886067175e-05,0.000331570221836267,0.000170864231281823,0.00013703323055841,0.000173360300491188,0.000202265372168285,0.000134661998384056,0.000175614651279478,3.92141484647661e-05,0.000203123589419518,0.0002255299954894,0.000621802662445946,0.000181733215639441,0.00633796028532871,0.000273343538158758,0.00040919484895896
Mariprofundus,0,0.000151984345612402,3.2421216444041e-05,6.16750955963982e-05,1.18141864751193e-05,1.59261028826246e-05,0,0,0,0,1.92622556101319e-05,0,0,5.01756146512795e-05,7.84282969295322e-05,4.51385754265595e-05,1.61092853921e-05,0.000113055029535626,3.46158505979888e-05,0,0,2.407028523288e-05
Aminicenantales,2.39211558702516e-05,0.000170982388813952,1.62106082220205e-05,6.16750955963982e-05,9.45134918009546e-05,4.77783086478739e-05,0,3.15781163653588e-05,1.70864231281823e-05,0,0.000192622556101319,0.000110326566637246,0,7.52634219769192e-05,0,0.000473955041978875,0.0002738578516657,0.000537011390294226,0.000268272842134413,0.000457875457875458,0.000136671769079379,0.00033698399326032
OLB8,0,0,1.62106082220205e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellin6067,7.97371862341722e-06,5.69941296046507e-05,3.2421216444041e-05,0.000246700382385593,9.45134918009546e-05,0,6.30159430335875e-05,0.000963132549143444,0.000273382770050918,6.85166152792052e-05,3.85245112202639e-05,3.67755222124154e-05,0,0,0,0.000135415726279679,6.44371415684e-05,0,4.3269813247486e-05,4.81974166184692e-05,0,0.0001203514261644
Chitinophagaceae,0,3.79960864031005e-05,6.4842432888082e-05,0.000215862834587394,5.90709323755966e-05,1.59261028826246e-05,3.78095658201525e-05,0.000726296676403253,0.000563851963230017,0.000296905332876556,0.000134835789270924,9.19388055310385e-05,0.000134661998384056,0,3.92141484647661e-05,0.000112846438566399,1.61092853921e-05,5.65275147678132e-05,6.92317011959776e-05,0.000120493541546173,8.20030614476274e-05,7.221085569864e-05
KCM-B-112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Izimaplasma,0.000191369246962013,0.000930904116875962,0.00103747892620931,0.000277537930183792,0.00132318888521336,0.000605191909539736,0.00139895393534564,0.000852609141864688,0.000187950654410006,0.000342583076396026,0.00100163729172686,0.000183877611062077,0.000976299488284406,0.00120421475163071,0.00266656209560409,0.00647738557371129,0.0039951027772408,0.00638760916876289,0.00273465219724112,0.000554270291112396,0.000464684014869888,2.407028523288e-05
TACK,0,1.89980432015502e-05,0,0,2.36283729502386e-05,0,1.26031886067175e-05,0,3.41728462563647e-05,0,0,0,0,0,0,0,3.22185707842e-05,8.47912721517199e-05,2.59618879484916e-05,2.40987083092346e-05,0,7.221085569864e-05
Propionivibrio,0.0119047619047619,0.010391929631248,0.00808909350278822,0.00650672258542001,0.00708851188507159,0.00551043159738812,0.0113428697460457,0.00928396621141549,0.0111061750333185,0.00404248030147311,0.00365982856592507,0.00342012356575463,0.00299622946404525,0.00469141996989463,0.00227442061095643,0.00119617224880383,0.0052677363232167,0.00243068313501597,0.00335773750800492,0.00255446308077887,0.00776295648370873,0.00478998676134312
IheB3-7,2.39211558702516e-05,5.69941296046507e-05,0.000275580339774348,0,0.000118141864751193,3.18522057652492e-05,8.82223202470225e-05,9.47343490960764e-05,3.41728462563647e-05,0.000159872102318145,0.000385245112202639,7.35510444248308e-05,0.000302989496364126,0,0.000313713187718129,0.000315970027985917,0.0003866228494104,0.000339165088606879,0.000484621908371843,0.000265085791401581,8.20030614476274e-05,9.628114093152e-05
Lewinella,2.39211558702516e-05,3.79960864031005e-05,9.72636493321229e-05,3.08375477981991e-05,2.36283729502386e-05,7.96305144131231e-05,1.26031886067175e-05,7.8945290913397e-05,8.54321156409117e-05,4.56777435194701e-05,9.63112780506597e-05,0.000202265372168285,0.000134661998384056,0,0.00019607074232383,0.00101561794709759,8.05464269605e-05,5.65275147678132e-05,0.00015577132769095,7.22961249277039e-05,2.73343538158758e-05,9.628114093152e-05
Geobacteraceae,0.000869135329952477,0.00264072800501548,0.00137790169887174,0.013476008387813,0.00747838003875053,0.000700748526835483,0.0027348919276577,0.00989973948053999,0.0314219321327273,0.00778805527006966,0.00240778195126649,0.00439467490438364,0.00255857796929706,0.000501756146512795,0.000352927336182895,0.000654509343685113,0.0001933114247052,0.000706593934597665,0.000259618879484916,0.000915750915750916,0.00172206429040017,0.00596943073775424
Simiduia,0,0,0,0,0,0,0,0,0,0,0,1.83877611062077e-05,0,0,0,0,1.61092853921e-05,0,0,0,2.73343538158758e-05,0
Rhodocyclaceae,0.317385896086499,0.183255124722154,0.161279341200882,0.118786234118663,0.0841170077028496,0.284774645644211,0.356392967420757,0.164190416041683,0.221269179509961,0.216786570743405,0.172724646056053,0.267799352750809,0.17677753837867,0.318941294530858,0.221167797341281,0.0608467996750023,0.139876925059604,0.0746163194935135,0.142928847119096,0.096756313861577,0.25874699322108,0.0516548321097605
FTLpost3,4.78423117405033e-05,0,3.2421216444041e-05,9.25126433945973e-05,0.000366239780728699,0.000175187131708871,0.00131073161509862,0.000299992105470909,0.00051259269384547,0.000342583076396026,5.77867668303958e-05,0.000735510444248308,0.00016832749798007,0,0,0,1.61092853921e-05,0.000113055029535626,8.6539626494972e-06,9.63948332369385e-05,0.000355346599606385,0.0014442171139728
Firmicutes,0.00230440468216758,0.00131086498090697,0.00155621838931397,0.000185025286789195,0.000886063985633949,0.00114667940754897,0.00137374755813221,0.000742085734585932,0.00107644465707549,0.00194130409957748,0.00117499759221805,0.00200426596057664,0.00127928898464853,0.00260913196186653,0.00168620838398494,0.00108332581023743,0.0002577485662736,0.000395692603374693,0.000761548713155754,0.000361480624638519,0.000710693199212771,4.814057046576e-05
Bathyarchaeota,1.59474372468344e-05,0.000151984345612402,0.000129684865776164,6.16750955963982e-05,0.00035442559425358,0.000111482720178372,1.26031886067175e-05,7.8945290913397e-05,3.41728462563647e-05,9.13554870389403e-05,0.000365982856592507,0.0002390408943807,6.7330999192028e-05,0.000100351229302559,0.000313713187718129,0.00108332581023743,0.000483278561763,0.00195019925948956,0.000752894750506257,0.00209658762290341,0.000437349661054013,0.00127572511734264
Arenicella,0,1.89980432015502e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marinovum,0.000207316684208848,0.000987898246480612,0.00128063804953962,0.000246700382385593,0.000366239780728699,0.000445930880713489,0.000340286092381372,0.000394726454566985,0.000102518538769094,0.000913554870389403,0.000847539246845806,0.000570020594292439,0.00208726097495287,0.00100351229302559,0.00188227912630877,0.0021215130450483,0.0008860106965655,0.00124360532489189,0.00196444952143587,0.00101214574898785,0.00051935272250164,0.00021663256709592
AqS1,1.59474372468344e-05,0,1.62106082220205e-05,0,1.18141864751193e-05,0,0,3.15781163653588e-05,0,0,1.92622556101319e-05,1.83877611062077e-05,6.7330999192028e-05,0,3.92141484647661e-05,0,1.61092853921e-05,0,1.73079252989944e-05,0,2.73343538158758e-05,0
Microtrichaceae,7.97371862341722e-06,0,6.4842432888082e-05,0,0,0,1.26031886067175e-05,0,0,2.28388717597351e-05,0,1.83877611062077e-05,3.3665499596014e-05,0,0,0.000112846438566399,1.61092853921e-05,0,2.59618879484916e-05,0,2.73343538158758e-05,0
Alteromonadaceae,0,0,0,0,0,1.59261028826246e-05,0,3.15781163653588e-05,0,0,3.85245112202639e-05,0,0,0.000125439036628199,0.000980353711619152,0.000654509343685113,0.0002738578516657,0.000706593934597665,8.6539626494972e-05,2.40987083092346e-05,0,0
Saccharospirillaceae,0,0,0,0,0,1.59261028826246e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.20030614476274e-05,0
Clostridia vadinBB60 group,0,0,1.62106082220205e-05,0,0,0,2.5206377213435e-05,1.57890581826794e-05,0,6.85166152792052e-05,0.000558605412693826,1.83877611062077e-05,0,2.50878073256397e-05,0.00070585467236579,0.00148957298907646,0.0005960435595077,0.0012718690822758,0.000709624937258771,0.000168690958164642,5.46687076317516e-05,0
Caldora VP642b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Draconibacterium,0.00160271744330686,0.00968900203279062,0.00353391259240047,0.00391636857037128,0.00829355890553377,0.00293040293040293,0.00602432415401096,0.00538406884029368,0.00381027235758466,0.00502455178714172,0.00778195126649331,0.00283171521035599,0.00828171290061945,0.00306071249372805,0.00984275126465629,0.0243974000180554,0.0174463560796443,0.0206042791328679,0.00946743513854994,0.011398689030268,0.00653291056199431,0.00279215308701408
Alphaproteobacteria,2.39211558702516e-05,1.89980432015502e-05,8.10530411101024e-05,6.16750955963982e-05,2.36283729502386e-05,4.77783086478739e-05,0,1.57890581826794e-05,5.1259269384547e-05,9.13554870389403e-05,1.92622556101319e-05,3.67755222124154e-05,3.3665499596014e-05,2.50878073256397e-05,0,0.00327254671842557,9.66557123526e-05,8.47912721517199e-05,6.92317011959776e-05,0,2.73343538158758e-05,4.814057046576e-05
Lutimonas,0.000247185277325934,0.00112088454889146,0.00173453507975619,0.000524238312569384,0.000295354661877983,0.000557413600891862,0.000113428697460457,0.000236835872740191,3.41728462563647e-05,0.0013018156903049,0.00121352210343831,0.000349367461017946,0.000942633988688392,0.000476668339187155,0.00498019685502529,0.00117360296109055,0.0006926992718603,0.00146971538396314,0.0021721446250238,0.000674763832658569,0.00051935272250164,9.628114093152e-05
[Desulfobacterium] catecholicum group,2.39211558702516e-05,0.000170982388813952,1.62106082220205e-05,0.000370050573578389,0.000484381645479892,1.59261028826246e-05,0.000214254206314197,0.00143680429462383,0.00562143320917199,0.00146168779262304,0.000443031879033035,0.000496469549867608,0.000706975491516294,5.01756146512795e-05,0.00019607074232383,0.000203123589419518,4.83278561763e-05,0,0.000181733215639441,2.40987083092346e-05,8.20030614476274e-05,4.814057046576e-05
Chryseolinea,0,0,1.62106082220205e-05,0.000185025286789195,5.90709323755966e-05,0,3.78095658201525e-05,0.000457882687297703,0.000529679116973653,9.13554870389403e-05,0.000134835789270924,7.35510444248308e-05,0,0,0,2.25692877132798e-05,0,0,2.59618879484916e-05,0,5.46687076317516e-05,4.814057046576e-05
Oligoflexaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erysipelothrix,0.000893056485822728,0.000246974561620153,0.000372843989106471,0.000709263599358579,0.000732479561457398,0.00113075330466635,0.000478921167055265,0.00200521038920028,0.00181116085158733,0.00207833733013589,0.000211884811711451,0.000441306266548985,0.000370320495556154,0.000200702458605118,3.92141484647661e-05,9.02771508531191e-05,0.0002899671370578,5.65275147678132e-05,0.000112501514443464,0.000216888374783112,0.000574021430133392,0.00142014682873992
Chryseobacterium,3.18948744936689e-05,0.000151984345612402,3.2421216444041e-05,0.000277537930183792,5.90709323755966e-05,0.000191113234591495,1.26031886067175e-05,0,0,0,7.70490224405278e-05,9.19388055310385e-05,0,2.50878073256397e-05,0,0,0,0,3.46158505979888e-05,0,0,0.00050547598989048
Bermanella,0,3.79960864031005e-05,1.62106082220205e-05,0,0,0,0,1.57890581826794e-05,0,0,0,0,0,0,0.000235284890788597,0.000112846438566399,9.66557123526e-05,0.000197846301687346,1.73079252989944e-05,0,0,0
Crocinitomicaceae,0.000502344273275285,0.00222277105458138,0.0021398002853067,0.00218946589367214,0.00212655356552148,0.00124223602484472,0.00138635074673892,0.00167364016736402,0.000854321156409117,0.00223820943245404,0.00188770104979293,0.00178361282730215,0.00646377592243469,0.00358755644756648,0.00329398847104035,0.00273088381330685,0.0025130485211676,0.00288290325315847,0.00237118576596223,0.00339791787160208,0.00289744150448283,0.00438079191238416
Nannocystaceae,2.39211558702516e-05,9.49902160077512e-05,6.4842432888082e-05,0.000246700382385593,4.72567459004773e-05,3.18522057652492e-05,0.000176444640494045,0.000142101523644115,0.00244335850733008,0.000159872102318145,3.85245112202639e-05,0.000110326566637246,0.00033665499596014,2.50878073256397e-05,7.84282969295322e-05,9.02771508531191e-05,0,5.65275147678132e-05,8.6539626494972e-06,2.40987083092346e-05,2.73343538158758e-05,4.814057046576e-05
Sphingopyxis,1.59474372468344e-05,5.69941296046507e-05,1.62106082220205e-05,0.000308375477981991,9.45134918009546e-05,6.37044115304985e-05,0.000138635074673892,0.000457882687297703,0.00022212350066637,0.000456777435194701,0.000269671578541847,0.000275816416593116,0.000201992997576084,0.000100351229302559,0,4.51385754265595e-05,3.22185707842e-05,0,5.19237758969832e-05,7.22961249277039e-05,5.46687076317516e-05,0
Acetothermiia,0,0,0,6.16750955963982e-05,8.26993053258353e-05,0,0,0,0,0,0.000115573533660792,1.83877611062077e-05,0,2.50878073256397e-05,0.00019607074232383,0.000180554301706238,6.44371415684e-05,0.000621802662445946,0.00021634906623743,0.000915750915750916,8.20030614476274e-05,0.0001203514261644
Granulosicoccus,0,0,0,0,0,0,1.26031886067175e-05,1.57890581826794e-05,0,0,0,0,0,0,0,0.00216665162047486,0,0,0,0,0,0
PS1 clade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25692877132798e-05,0,0,0,0,0,0
SEEP-SRB1,0.00019934296558543,0.00159583562893022,0.00100505770976527,0.00151103984211176,0.00375691129908794,0.000398152572065616,0.000315079715167937,0.000489460803663061,0.000427160578204559,0.000936393742149138,0.00504671096985457,0.00123197999411592,0.00117829248586049,0.00102860010035123,0.00278420454099839,0.0113974902952063,0.0050422063277273,0.0137079223311947,0.00762414109420704,0.0122421438210912,0.00235075442816532,0.00681189072090504
Azovibrio,7.97371862341722e-06,0,0,0,0,0,1.26031886067175e-05,0,0,0,0,0,0,0,0,2.25692877132798e-05,3.22185707842e-05,0,0,0,0,0
Desulfobulbus,0.00740758460115459,0.00372361646750385,0.00165348203864609,0.00521154557789565,0.00473748877652285,0.00173594521420608,0.00397000441111601,0.00569985000394726,0.00881659433414209,0.00292337558524609,0.00273524029663874,0.00330979699911739,0.0021545919741449,0.00511791269443051,0.00356848751029371,0.00227949805904126,0.0037373542109672,0.00234589186286425,0.00188656385759039,0.000915750915750916,0.00262409796632408,0.0013238656878084
Malonomonas,0.000191369246962013,0.00100689628968216,0.000470107638438594,0.00126433945972616,0.00147677330938992,0.000238891543239369,0.00105866784296427,0.000457882687297703,0.000205037077538188,0.000548132922233642,0.00130983338148897,0.000698734922035893,0.000639644492324266,0.000627195183140993,0.000470569781577193,0.00417531822695676,0.003382949932341,0.00525705887340663,0.00160098309015698,0.00228937728937729,0.00133938333697791,0.00086653026838368
P0X4b2H11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40987083092346e-05,5.46687076317516e-05,0
Sandaracinus,0,0,0,3.08375477981991e-05,2.36283729502386e-05,0,2.5206377213435e-05,0.000110523407278756,1.70864231281823e-05,2.28388717597351e-05,1.92622556101319e-05,1.83877611062077e-05,0,0,0,0,1.61092853921e-05,0,0,2.40987083092346e-05,0,9.628114093152e-05
GIF3,0,1.89980432015502e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25692877132798e-05,3.22185707842e-05,5.65275147678132e-05,0,2.40987083092346e-05,0,0
Hyphomicrobium,0,0,6.4842432888082e-05,6.16750955963982e-05,0.000118141864751193,0,5.041275442687e-05,0.00025262493092287,0.000153777808153641,2.28388717597351e-05,5.77867668303958e-05,5.51632833186231e-05,6.7330999192028e-05,0,0,0.000180554301706238,3.22185707842e-05,2.82637573839066e-05,6.92317011959776e-05,2.40987083092346e-05,8.20030614476274e-05,7.221085569864e-05
Pontibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodanobacteraceae,1.59474372468344e-05,0,0,0,2.36283729502386e-05,1.59261028826246e-05,3.78095658201525e-05,4.73671745480382e-05,0,0,1.92622556101319e-05,3.67755222124154e-05,3.3665499596014e-05,0,3.92141484647661e-05,0.0021215130450483,1.61092853921e-05,2.82637573839066e-05,0,0,0,7.221085569864e-05
Blastocatella,0,1.89980432015502e-05,1.62106082220205e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Altererythrobacter,0.000167448091091762,0.000284970648023254,0.00123200622487356,0.000246700382385593,8.26993053258353e-05,0.00164038859691034,0.00035288928098809,0.000157890581826794,0.000205037077538188,0.00173575425373987,0.000654916690744486,0.0026294498381877,0.000706975491516294,0.000175614651279478,0.000117642445394298,0.000180554301706238,3.22185707842e-05,5.65275147678132e-05,0.000346158505979888,0.000144592249855408,8.20030614476274e-05,2.407028523288e-05
Sedimenticolaceae,0.000303001307689854,0.00121587476489922,0.00157242899753599,0.000400888121376588,0.000886063985633949,0.000525561395126613,0.000189047829100762,0.0005368279782111,0.000341728462563647,0.00111910471622702,0.00242704420687663,0.000441306266548985,0.000639644492324266,0.000426492724535876,0.0043919846280538,0.00191838945562878,0.0018686771054836,0.00197846301687346,0.00487218097166693,0.00110854058222479,0.000902033675923901,0.00028884342279456
Flavimaricola,3.18948744936689e-05,3.79960864031005e-05,8.10530411101024e-05,0,7.08851188507159e-05,0.000143334925943622,6.30159430335875e-05,4.73671745480382e-05,1.70864231281823e-05,0.000182710974077881,9.63112780506597e-05,0.000220653133274493,0.000100996498788042,2.50878073256397e-05,0.00019607074232383,0.000112846438566399,4.83278561763e-05,2.82637573839066e-05,3.46158505979888e-05,7.22961249277039e-05,0.000109337415263503,0.0001203514261644
Lentimicrobium,0.0583596466047906,0.0200429355776355,0.0144760731422643,0.0104230911557913,0.0114006899484901,0.0062111801242236,0.0224336757199571,0.0157890581826794,0.0214263746027407,0.0407217083476076,0.00502744871424444,0.0073918799646955,0.00814705090223539,0.012744606121425,0.00945060978000863,0.00331768529385213,0.0056865777434113,0.00582233402108476,0.00210291292382782,0.000578368999421631,0.00229608572053357,0.00028884342279456
Arcobacteraceae,0.0113944439128632,0.00744723293500769,0.00682466606147063,0.00462563216972986,0.00454846179292094,0.0031055900621118,0.00173924002772701,0.00339464750927607,0.00456207497522469,0.00164439876670093,0.00215737262833478,0.00147102088849662,0.00387153245354161,0.00511791269443051,0.00156856593859064,0.000789925069964792,0.001449835685289,0.00285463949577457,0.00296830918877754,0.00922980528243686,0.00317078504264159,0.0097484655193164
Exiguobacterium,0,0,0,0,0,1.59261028826246e-05,0.000138635074673892,0.000710507618220573,0.000785975463896388,0.0013018156903049,0.000308196089762111,0.00115842894969109,0.000235658497172098,0.000476668339187155,7.84282969295322e-05,0.000135415726279679,1.61092853921e-05,0,5.19237758969832e-05,4.81974166184692e-05,2.73343538158758e-05,0
Maritimimonas,4.78423117405033e-05,7.5992172806201e-05,8.10530411101024e-05,0,8.26993053258353e-05,1.59261028826246e-05,2.5206377213435e-05,3.15781163653588e-05,3.41728462563647e-05,0.000114194358798675,7.70490224405278e-05,0,0.000134661998384056,0,0.000235284890788597,0.000293400740272637,0.0001933114247052,0.000141318786919533,0.000112501514443464,0.000240987083092346,0.000218674830527006,7.221085569864e-05
Thermodesulfovibrionia,7.1763467610755e-05,0,4.86318246660615e-05,0,8.26993053258353e-05,0,0,0,5.1259269384547e-05,0,0.000173360300491188,0.000183877611062077,3.3665499596014e-05,2.50878073256397e-05,0.000235284890788597,0.000225692877132798,0.0006765899864682,0.000678330177213759,0.000562507572217318,0.001951995373048,0.000820030614476274,0.00296064508364424
Symphothece PCC-7002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfonema,4.78423117405033e-05,0.000303968691224804,4.86318246660615e-05,9.25126433945973e-05,0.000992391663910023,0.000254817646121994,0.00035288928098809,0.00129470277097971,0.000341728462563647,0.000411099691675231,0.000905326013676201,0.000551632833186231,0.00117829248586049,0.00097842448569995,0.00403905729187091,0.00984020944298998,0.0041239770603776,0.00568101523416523,0.00176540838049743,0.00093984962406015,0.000164006122895255,0.0002407028523288
Aliikangiella,1.59474372468344e-05,0,0,0,0,0,1.26031886067175e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloacimonadales,7.97371862341722e-06,1.89980432015502e-05,0,0,4.72567459004773e-05,0,1.26031886067175e-05,7.8945290913397e-05,3.41728462563647e-05,4.56777435194701e-05,0.000173360300491188,0,0,5.01756146512795e-05,0.000156856593859064,0.000112846438566399,0.0002899671370578,0.000339165088606879,0.00021634906623743,0.00031328320802005,0,2.407028523288e-05
Bacteroidetes vadinHA17,0.000502344273275285,0.00307768299865114,0.00181558812086629,0.00419390650055508,0.00877794055101366,0.00125816212772735,0.00195349423404121,0.00266835083287282,0.0111232614564467,0.0101176201895626,0.00737744389868054,0.00722639011473963,0.00996498788042014,0.00153035624686402,0.00301948943178699,0.0134061569016882,0.0062504027321348,0.0106271727763489,0.00464717794278,0.0126518218623482,0.00420949048764487,0.00714887471416536
C1-B045,0.000127579497974675,0.000379960864031005,0.000243159123330307,0.000524238312569384,0.000602523510231085,0.000238891543239369,0.000579746675909005,0.00249467119286335,0.00177698800533096,0.000411099691675231,0.000385245112202639,0.000220653133274493,0.000302989496364126,0.000175614651279478,0.000313713187718129,0.000180554301706238,0.0003544042786262,0.000395692603374693,0.000181733215639441,0.000289184499710815,0.000765361906844522,9.628114093152e-05
JS1,0,0,0,0,1.18141864751193e-05,0.00113075330466635,0,0,0,0,5.77867668303958e-05,0,6.7330999192028e-05,7.52634219769192e-05,3.92141484647661e-05,2.25692877132798e-05,0,5.65275147678132e-05,7.78856638454748e-05,4.81974166184692e-05,0,2.407028523288e-05
Trichloromonas,0.000231237840079099,0.00081691585766666,0.000453897030216574,0.00123350191192796,0.00254005009215065,0.000350374263417742,0.00090742957968366,0.000584195152759138,0.000768889040768206,0.000502455178714172,0.000654916690744486,0.000625183877611062,0.000538647993536224,0.000175614651279478,0.00019607074232383,0.00094791008395775,0.0005316064179393,0.00175235295780221,0.000363466431278883,0.000506072874493927,0.000656024491581019,0.0004814057046576
Desulfuromonas,0.000709660957484132,0.00267872409141858,0.00111853196731941,0.00354631799679289,0.00460753272529654,0.000652970218187609,0.00220555800617556,0.00165785110918134,0.000700543348255476,0.00100491035742834,0.00148319368198016,0.00101132686084142,0.00201992997576084,0.00122930255895635,0.00266656209560409,0.00528121332490747,0.006926992718603,0.00672677425736977,0.00199041140938436,0.00443416232889917,0.00322545375027334,0.00356240221446624
Amoebophilaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73343538158758e-05,0
Paludibacter,0.0598666794246165,0.0312897771529532,0.0449358059914408,0.0115332428765265,0.00913236614526724,0.0466475553432075,0.0331967987900939,0.0228151890739717,0.024177288726378,0.0286399451867078,0.0167774246364249,0.0363709914680788,0.0118839213573929,0.0481435022579027,0.0228618485549586,0.00331768529385213,0.014176171145048,0.0107402278058845,0.0116828495768212,0.00686813186813187,0.025311611633501,0.00989288723071368
Gemmobacter,0.00126782126112334,0.00203279062256588,0.00434444300350149,0.00148020229431356,0.0017130570388923,0.00265965918139831,0.0010838742201777,0.00179995263282545,0.00134982742712641,0.0039054470709147,0.00196475007223346,0.00275816416593116,0.00400619445192567,0.00117912694430507,0.00113721030547822,0.00126388011194367,0.0003060764224499,0.000282637573839066,0.00108174533118715,0.000506072874493927,0.000929368029739777,0.00122758454687688
Psychromonas,7.97371862341722e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candidatus Nitrosopumilus,0,3.79960864031005e-05,0,0.000123350191192796,1.18141864751193e-05,0,0,1.57890581826794e-05,0,0,0,1.83877611062077e-05,0,0,7.84282969295322e-05,2.25692877132798e-05,8.05464269605e-05,0.000197846301687346,8.6539626494972e-06,2.40987083092346e-05,2.73343538158758e-05,9.628114093152e-05
Vicinamibacterales (Acidobacteria group 6),0,0,3.2421216444041e-05,9.25126433945973e-05,1.18141864751193e-05,0,0,0.000426304570932344,0.000153777808153641,6.85166152792052e-05,9.63112780506597e-05,0,0,0,0,0,1.61092853921e-05,0,8.6539626494972e-06,2.40987083092346e-05,2.73343538158758e-05,0
Leptospirales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000141318786919533,0,0,0,0
MidBa8,3.18948744936689e-05,0.000170982388813952,0.000113474257554143,9.25126433945973e-05,0.000224469543027267,0,6.30159430335875e-05,0.000110523407278756,0.000102518538769094,2.28388717597351e-05,0.000346720600982375,0.000257428655486908,0.000134661998384056,0,0.000352927336182895,0.0259546808702717,0.0002577485662736,0.000593538905062039,0.00064904719871229,0.000506072874493927,0.000136671769079379,0.00045733541942472
SZB50,7.97371862341722e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22185707842e-05,0,0,0,0,0
Desulfocapsa,7.97371862341722e-06,0,1.62106082220205e-05,0,3.5442559425358e-05,0,0,4.73671745480382e-05,0,0,0,0,6.7330999192028e-05,0,0,2.25692877132798e-05,3.22185707842e-05,0,2.59618879484916e-05,0,0,0
Sphingorhabdus,0.000103658342104424,0.000189980432015502,0.000162106082220205,0.000400888121376588,0.000189026983601909,6.37044115304985e-05,0.00010082550885374,0.000773663850951291,0.000375901308820012,0.000411099691675231,0.000231147067321583,0.000459694027655193,6.7330999192028e-05,2.50878073256397e-05,0,0.000880202220817911,0,0,6.92317011959776e-05,4.81974166184692e-05,0.000300677891974634,0.00021663256709592
