taxon,EOI15_S_2019-08-21,EOI15_S_2019-09-13,EOI15_S_2019-10-23,EOI15_S_2019-11-08,EOI15_S_2019-11-28,EOI15_S_2020-01-21,EOI15_S_2020-02-07,EOI15_S_2020-03-26,EOI15_S_2020-04-23,EOI15_S_2020-05-15,EOI15_S_2020-06-09,EOI15_S_2020-07-02,EOI15_S_2020-07-15,EOI15_S_2020-07-28,EOI15_S_2020-08-14,EOI15_S_2020-09-01,EOI15_S_2020-09-23,EOI15_S_2020-10-09,EOI15_S_2020-10-22,EOI15_S_Au2020,EOI15_S_2020-12-02,EOI15_S_Wi2021
Peptostreptococcaceae,0.000713488025809654,0.00043630017452007,0.000399520575309628,0.000343829689693705,0.000704337354872424,0.000498683475624352,0.000269992980182515,0.00021243020150522,0.000479294478527607,0.000180714182449039,0.000482372433464063,0.000221541931845646,0.000272673269255115,0.000215533635925654,7.70926808208829e-05,0.000644676050284732,0.000202355417054515,0.000312705212795897,0.000193333225925986,0.000121986923001854,0.000178804056297734,0.00148284405736166
IS-44,3.10212185134632e-05,3.53756898259516e-05,4.99400719137036e-05,0,6.8161679503783e-05,5.98420170749222e-05,5.39985960365031e-05,1.51735858218014e-05,0,1.80714182449039e-05,2.09727144984375e-05,6.04205268669943e-05,1.94766620896511e-05,7.60706950325836e-05,4.62556084925297e-05,5.78555429742708e-05,1.34903611369676e-05,4.69057819193846e-05,0,2.43973846003708e-05,8.94020281488671e-05,7.50807117651475e-05
Beijerinckiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parasphingopyxis,3.10212185134632e-05,7.07513796519032e-05,4.99400719137036e-05,2.86524741411421e-05,0.000136323359007566,0.000199473390249741,2.69992980182515e-05,3.03471716436028e-05,0,0,0,6.04205268669943e-05,2.92149931344766e-05,0,3.08370723283531e-05,0,1.34903611369676e-05,0,0,1.21986923001854e-05,1.2771718306981e-05,0
Calditrichaceae,0.00972515200397072,0.0118744398849111,0.0162305233719537,0.00968453625970603,0.00795219594210801,0.0125468762467087,0.018359522652411,0.00681294003398883,0.00726610429447853,0.00950556599681943,0.0113881839726516,0.0134536373157174,0.00622279353764352,0.0140477216826838,0.0132136854926993,0.0161747568000926,0.0116017105777922,0.0137121235811001,0.0117772156793246,0.00899043622523665,0.00910623515287747,0.0143404159471432
Roseibacillus,0,0,0,0,0,0,0,0,0,3.61428364898077e-05,0,0,0,0,0,0,0,0,0,0,0,0
DEV007,0.000170616701824048,0.000141502759303806,0.000224730323611666,0.00014326237070571,0.000227205598345943,0.000139631373174818,0,0.000136562272396213,5.75153374233129e-05,0,4.19454289968751e-05,4.02803512446629e-05,9.73833104482554e-05,3.80353475162918e-05,6.16741446567063e-05,1.65301551355059e-05,0.000121413250232709,1.56352606397949e-05,6.44444086419952e-05,1.21986923001854e-05,0.00012771718306981,9.38508897064344e-05
OM182 clade,0,0,0,2.86524741411421e-05,0,0,0,0,0,0,0,0,1.94766620896511e-05,0,0,0,0,0,0,0,0,0
NS5 marine group,0,0,0,0,2.27205598345943e-05,0,0,0,0,0,0,0,0,0,0.000385463404104414,0,0,0,0,0,0,0
Desulfobacterales,0.00518054349174836,0.0022404603556436,0.00421993607670795,0.00412595627632446,0.00595278667666371,0.000618367509774196,0.00205194664938712,0.00198773974265598,0.00201303680981595,0.0042287118693075,0.00306201631677188,0.00167163457665351,0.000292149931344766,0.000152141390065167,0.000323789259447708,0.000553760197039449,0.000215845778191482,0.000109446824478564,0.000144999919444489,0.000231775153703523,0.000140488901376791,0.00332232149560778
Desulfobacteraceae,0.0108729370889689,0.00812461676336022,0.0182031562125449,0.00965588378556488,0.0114738827164701,0.00305194287082103,0.00936875641233328,0.00277676620538966,0.00239647239263804,0.00464435448894029,0.00364925232272813,0.00684765971159268,0.000740113159406741,0.00360067956487562,0.00292952187119355,0.00447140696415436,0.00156488189188825,0.000859939335188718,0.000708888495061947,0.000853908461012979,0.000357608112595469,0.00647571138974397
Sva0081 sediment group,0.0111055962278198,0.0157185981793312,0.0107121454254894,0.010887940173634,0.00817940154045396,0.0179326577834517,0.0181705275662833,0.0151735858218014,0.0142254601226994,0.023492843718375,0.0206371510664625,0.0279948441150407,0.0208692434290611,0.0238608413418871,0.0274141572999059,0.0261672355795059,0.0176588827282906,0.0239532193001657,0.0160788799561778,0.0183346345271787,0.0167309509821451,0.0228808469104287
Sedimenticola,0.00735202878769078,0.0101999905664827,0.00531861765880943,0.0070771611128621,0.00552109603980642,0.0196281816005745,0.00958475079647929,0.0129582422918184,0.0104677914110429,0.014655920196617,0.0128353012730438,0.0118021429146862,0.0207134301323439,0.012906661257195,0.0189802180181014,0.0206131034539759,0.0148798683340753,0.0202476625285344,0.0203966553351915,0.0209085586025178,0.0300518531763263,0.0190517306104062
Phaeodactylibacter,0,1.17918966086505e-05,2.49700359568518e-05,2.86524741411421e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudohongiella,0.000201637920337511,0.000283005518607613,0.000649220934878146,0.000744964327669694,0.000408970077022698,9.97366951248703e-05,0.00126896700685782,0.000697984947802865,0.000153374233128834,0.000885499494000289,0.000104863572492188,0.0007049061467816,0.000107121641493081,0.000671957806121155,0.000447137548761121,0.000264482482168095,0.000107922889095741,0.000281434691516308,0.00012888881728399,0.000231775153703523,0.000332064675981507,0.00167054583677453
WCHB1-32,0.00200086859411838,0.00181595207773218,0.00297143427886536,0.00237815535371479,0.00206757094494808,0.00165562913907285,0.00232193962956963,0.0010469774217043,0.00203220858895706,0.00193364175220471,0.00262158931230469,0.00187303633287682,0.00185028289851685,0.00225676395263331,0.00260573261174584,0.00358704366440479,0.00358843606243339,0.00300197004284061,0.00338333145370475,0.00295208353664487,0.00135380214053999,0.00337863202943164
Pseudomonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gemmatimonadaceae,0.000325722794391364,0.000176878449129758,0.00027467039552537,0.000429787112117131,0.000363528957353509,0.000458788797574404,0.000188995086127761,7.5867929109007e-05,5.75153374233129e-05,0.00110235651293914,6.29181434953126e-05,0.00014098122935632,2.92149931344766e-05,5.07137966883891e-05,7.70926808208829e-05,4.95904654065178e-05,0.000121413250232709,4.69057819193846e-05,0.000112777715123492,4.87947692007417e-05,0.000268206084446601,0.000112621067647721
Mariprofundus,1.55106092567316e-05,2.35837932173011e-05,0,0,0,0,0,1.51735858218014e-05,0,0,0,0,0,0,0,8.26507756775297e-06,0,0,0,0,0,0
Aminicenantales,0.00525809653803201,0.00628508089241074,0.00751598082301239,0.00552992750924042,0.00617999227500966,0.00582462299529243,0.00556185539175981,0.00198773974265598,0.00166794478527607,0.00341549804828683,0.00408967932719532,0.00308144687021671,0.00319417258270278,0.00374014250576869,0.00390088964953667,0.00401682769792795,0.00310278306150256,0.00536289439944964,0.00338333145370475,0.00455011222796916,0.00306521239367544,0.00397927772355282
OLB8,0,0,0,0,2.27205598345943e-05,0,0,0,1.91717791411043e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellin6067,0,1.17918966086505e-05,0,2.86524741411421e-05,9.08822393383773e-05,3.98946780499481e-05,0,3.03471716436028e-05,0,0,0,0,0,0,1.54185361641766e-05,2.47952327032589e-05,1.34903611369676e-05,0,0,0,2.5543436613962e-05,0
Chitinophagaceae,3.10212185134632e-05,1.17918966086505e-05,0,8.59574224234263e-05,0.000181764478676755,0,5.39985960365031e-05,1.51735858218014e-05,0,1.80714182449039e-05,0,0,0,0,0,0,0,0,0,0,0,0
KCM-B-112,1.55106092567316e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75403558825738e-05
Izimaplasma,0.00651445588782727,0.00345502570633461,0.00551837794646424,0.00403999885390103,0.0039988185308886,0.000119684034149844,0.00191695015929586,0.000288298130614227,0.000191717791411043,0.00252999855428654,0.000104863572492188,0.0010875694836059,0,3.80353475162918e-05,4.62556084925297e-05,0.000256217404600342,4.04710834109029e-05,0,1.61111021604988e-05,0,0,0.00108867032059464
TACK,0.000992678992430823,0.00134427621338616,0.00142329204954055,0.000859574224234263,0.000568013995864858,0.00189499720737254,0.00194394945731411,0.000849720806020879,0.000786042944785276,0.00249385571779673,0.00176170801786875,0.00245710142592443,0.00134388968418592,0.00209194411339605,0.00235903603311902,0.00258696927870668,0.00215845778191482,0.00190750179805497,0.00236833201759332,0.00203718161413097,0.00204347492911696,0.00281552669119303
Propionivibrio,0.000573892542499069,0.000188670345738409,0.000224730323611666,0.00160453855190396,0.000908822393383773,0,5.39985960365031e-05,9.10415149308085e-05,0.000786042944785276,0.00112042793118404,0,4.02803512446629e-05,0,0,0,1.65301551355059e-05,0,0,0,0,0,0.000187701779412869
IheB3-7,0.000760019853579849,0.00129710862695156,0.00132341190571314,0.000830921750093121,0.00068161679503783,0.000279262746349637,0.00118796911280307,0.000895241563486283,0.00139953987730061,0.00184328466098019,0.0026845074558,0.00175219527914283,0.000623253186868834,0.00182569668078201,0.00115639021231324,0.00133067748840823,0.00103875780754651,0.00136026767566215,0.00101499943611142,0.000927100614814092,0.000306521239367545,0.000488024626473459
Lewinella,0.000155106092567316,0.000106127069477855,0.000149820215741111,0.000171914844846853,0.000204485038511349,0,0,0,0,3.61428364898077e-05,0,4.02803512446629e-05,0,0,4.62556084925297e-05,1.65301551355059e-05,2.69807222739353e-05,3.12705212795897e-05,0,0,0,0
Geobacteraceae,3.10212185134632e-05,0,0,0.000114609896564568,6.8161679503783e-05,0,5.39985960365031e-05,0,0,0.000108428509469423,0,6.04205268669943e-05,0,0,0,0,1.34903611369676e-05,0,0,0,0,5.63105338238607e-05
Simiduia,0,0,0,0,2.27205598345943e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87701779412869e-05
Rhodocyclaceae,0.0246928899367167,0.00766473279562285,0.0167798641630044,0.0291109137274004,0.0332174584781769,0.0033112582781457,0.00515686592148604,0.00330784170915271,0.00812883435582822,0.0160835622379644,0.000545290576959376,0.00354467090953033,0.000623253186868834,0.000760706950325836,0.00138766825477589,0.00103313469596912,0.000957815640724702,0.000234528909596923,0.00093444392530893,0.0012564653069191,0.00192852946435413,0.00277798633531046
FTLpost3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,6.20424370269264e-05,5.89594830432527e-05,0.000199760287654814,0.000343829689693705,0.000295367277849726,5.98420170749222e-05,0.000107997192073006,3.03471716436028e-05,1.91717791411043e-05,3.61428364898077e-05,0,4.02803512446629e-05,9.73833104482554e-06,0,6.16741446567063e-05,2.47952327032589e-05,1.34903611369676e-05,1.56352606397949e-05,0,1.21986923001854e-05,2.5543436613962e-05,1.87701779412869e-05
Bathyarchaeota,0.000853083509120238,0.00122635724729966,0.00167299240910907,0.000630354431105126,0.000863381273714584,0.00117689300247347,0.00137696419893083,0.000515901917941248,0.000575153374233129,0.00101199942171462,0.00262158931230469,0.00110770965922823,0.00166525460866517,0.00297943555544286,0.00265198822023837,0.00242166772735162,0.00202355417054515,0.00290815847900184,0.00193333225925986,0.00159802869132429,0.00183912743620527,0.00137022298971394
Arenicella,0,1.17918966086505e-05,0,0,0,0,5.39985960365031e-05,0,0,0,0,0,0,0,0,0,0,1.56352606397949e-05,0,0,0,0
Marinovum,0.000155106092567316,0.000165086552521108,0.000199760287654814,0.000200567318987995,0.000204485038511349,5.98420170749222e-05,0,6.06943432872056e-05,1.91717791411043e-05,9.03570912245193e-05,0,0,9.73833104482554e-06,0,0,8.26507756775297e-06,0,0,3.22222043209976e-05,4.87947692007417e-05,5.10868732279241e-05,1.87701779412869e-05
AqS1,3.10212185134632e-05,0,2.49700359568518e-05,5.73049482822842e-05,9.08822393383773e-05,1.99473390249741e-05,0,9.10415149308085e-05,0,7.22856729796154e-05,4.19454289968751e-05,6.04205268669943e-05,8.76449794034298e-05,5.07137966883891e-05,9.25112169850594e-05,3.30603102710119e-05,2.69807222739353e-05,4.69057819193846e-05,8.0555510802494e-05,0,0.000114945464762829,7.50807117651475e-05
Microtrichaceae,4.65318277701948e-05,0,2.49700359568518e-05,8.59574224234263e-05,2.27205598345943e-05,0,0,0,1.91717791411043e-05,1.80714182449039e-05,0,0,9.73833104482554e-06,0,0,8.26507756775297e-06,0,0,1.61111021604988e-05,0,3.83151549209431e-05,3.75403558825738e-05
Alteromonadaceae,0,3.53756898259516e-05,0,0,4.54411196691886e-05,0,0,0,0,0.000162642764204135,0,0,0,0,0,0,0,1.56352606397949e-05,0,0,0,0
Saccharospirillaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridia vadinBB60 group,0.00728998635066385,0.00316022829111834,0.00456951658010388,0.00418326122460674,0.00706609410855883,0.00149605042687306,0.0026189319077704,0.000455207574654042,0.000287576687116564,7.22856729796154e-05,0.000272645288479688,0.000644485619914606,0.000107121641493081,0.00013946294089307,0.000107929753149236,0.000479374498929672,0.00028329758387632,0.000140717345758154,0.000257777634567981,0.000365960769005563,0.000153260619683772,0.000619415872062467
Caldora VP642b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Draconibacterium,0.0213115771187492,0.0122517805763879,0.0150819017179385,0.00696255121629753,0.00577102219798696,0.00291231149764621,0.00882877045196825,0.00517419276523428,0.00559815950920245,0.0152522769986989,0.0076550407919297,0.0112986385241279,0.00192818954687546,0.00807617212262596,0.00422467890898438,0.00595085584878214,0.00308929270036559,0.00318959317051815,0.0026583318564823,0.0015858299990241,0.000791846535032823,0.00790224491328178
Alphaproteobacteria,6.20424370269264e-05,4.71675864346021e-05,9.98801438274071e-05,0.000171914844846853,0.000136323359007566,0.000119684034149844,0,0,1.91717791411043e-05,9.03570912245193e-05,0,4.02803512446629e-05,7.79066483586043e-05,0,0,2.47952327032589e-05,0.000121413250232709,1.56352606397949e-05,1.61111021604988e-05,4.87947692007417e-05,0.000114945464762829,5.63105338238607e-05
Lutimonas,0.000930636555403896,0.00173340880147163,0.000998801438274071,0.000945531646657689,0.000931542953218367,0.000518630814649326,0.00137696419893083,0.00115319252245691,0.000632668711656442,0.00119271360416365,0.00136322644239844,0.00147023282043019,0.00080828147672052,0.00171159063823313,0.0011872272846416,0.00114058070434991,0.000944325279587735,0.00142280871822133,0.000918332823148432,0.000866107153313165,0.000357608112595469,0.000488024626473459
[Desulfobacterium] catecholicum group,6.20424370269264e-05,0.000141502759303806,0.000124850179784259,5.73049482822842e-05,6.8161679503783e-05,3.98946780499481e-05,8.09978940547546e-05,7.5867929109007e-05,0.00013420245398773,0.000180714182449039,8.38908579937501e-05,6.04205268669943e-05,1.94766620896511e-05,1.26784491720973e-05,4.62556084925297e-05,4.95904654065178e-05,4.04710834109029e-05,0,0,0,2.5543436613962e-05,0.000206471957354156
Chryseolinea,9.30636555403896e-05,7.07513796519032e-05,2.49700359568518e-05,0.000114609896564568,2.27205598345943e-05,0.000139631373174818,0.000188995086127761,1.51735858218014e-05,1.91717791411043e-05,0,2.09727144984375e-05,0,0,1.26784491720973e-05,1.54185361641766e-05,2.47952327032589e-05,1.34903611369676e-05,0,0,2.43973846003708e-05,6.38585915349051e-05,0
Oligoflexaceae,0,0,0,0,0,0,0,0,0,0,0,0,9.73833104482554e-06,0,0,0,0,0,0,0,0,0
Erysipelothrix,4.65318277701948e-05,4.71675864346021e-05,7.49101078705553e-05,0.000458439586258273,0.000113602799172972,5.98420170749222e-05,2.69992980182515e-05,4.55207574654042e-05,3.83435582822086e-05,9.03570912245193e-05,4.19454289968751e-05,0,0,0,3.08370723283531e-05,8.26507756775297e-06,1.34903611369676e-05,0,0,1.21986923001854e-05,0,3.75403558825738e-05
Chryseobacterium,3.10212185134632e-05,1.17918966086505e-05,4.99400719137036e-05,0.000171914844846853,0.00015904391884216,0,0,4.55207574654042e-05,5.75153374233129e-05,0.000108428509469423,0,0,0,0,0,0,0,0,0,0,0,0
Bermanella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crocinitomicaceae,6.20424370269264e-05,2.35837932173011e-05,2.49700359568518e-05,0.00014326237070571,2.27205598345943e-05,0,5.39985960365031e-05,6.06943432872056e-05,7.66871165644172e-05,1.80714182449039e-05,0,2.01401756223314e-05,9.73833104482554e-06,3.80353475162918e-05,0,4.13253878387649e-05,1.34903611369676e-05,1.56352606397949e-05,8.0555510802494e-05,1.21986923001854e-05,1.2771718306981e-05,0
Nannocystaceae,0,0,0,0,2.27205598345943e-05,0,0,4.55207574654042e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphingopyxis,4.65318277701948e-05,5.89594830432527e-05,0.000199760287654814,0.000114609896564568,0.000227205598345943,0,0,1.51735858218014e-05,9.58588957055215e-05,0,0,0,0,1.26784491720973e-05,1.54185361641766e-05,8.26507756775297e-06,1.34903611369676e-05,0,0,1.21986923001854e-05,5.10868732279241e-05,3.75403558825738e-05
Acetothermiia,0.00119431691276833,0.00126173293712561,0.00434478625649221,0.000659006905246268,0.000817940154045396,0.000199473390249741,0.00118796911280307,0.000257950958970624,0.000172546012269939,0.000524071129102212,0.000356536146473438,0.00118827036171755,0.000185028289851685,0.00110302507797246,0.000940530706014771,0.000512434809200684,0.000418201195245997,0.000437787297914256,0.000644444086419952,0.000182980384502781,0.000319292957674526,0.000356633380884451
Granulosicoccus,3.10212185134632e-05,0,0,2.86524741411421e-05,2.27205598345943e-05,0,0,3.03471716436028e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87701779412869e-05
PS1 clade,0,1.17918966086505e-05,2.49700359568518e-05,2.86524741411421e-05,2.27205598345943e-05,3.98946780499481e-05,0,0,1.91717791411043e-05,0,0,0,0,0,0,0,0,0,0,0,1.2771718306981e-05,0
SEEP-SRB1,0.00631281796748976,0.00674496486014811,0.00739113064322813,0.00567318987994613,0.00468043532592643,0.0047674140269688,0.00656082941843512,0.00352027191065793,0.00237730061349693,0.00444556888824635,0.00417357018518907,0.00592121163296544,0.00315521925852347,0.0050967365671831,0.00504186132568574,0.00540536072931044,0.00380428184062487,0.00406516776634666,0.00339944255586525,0.00391578022835952,0.00399754783008506,0.00471131466326301
Azovibrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfobulbus,0.0131374860404517,0.0129357105796896,0.0135087894526568,0.0197988596315292,0.028059891395724,0.019987233703024,0.0115556995518117,0.0130037630492838,0.020763036809816,0.0127403498626572,0.0151213271533735,0.00809635060017723,0.0114717539708045,0.00763242640160256,0.00556609155526774,0.0128439305402881,0.0096725889352058,0.00741111354326277,0.00974721680710177,0.00823411730262516,0.0064624894633324,0.0163488249868609
Malonomonas,0.00187678372006452,0.00153294655912457,0.00409508589692369,0.00355290679350162,0.00286279053915888,0.000877682917098859,0.00248393541767914,0.000682811361981063,0.000613496932515337,0.00112042793118404,0.000650154149451564,0.000886167727382583,0.00037005657970337,0.000519816416055988,0.000447137548761121,0.000661206205420238,0.000647537334574447,0.000297069952156102,0.000322222043209976,0.000463550307407046,0.000280977802753582,0.0027216758014866
P0X4b2H11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandaracinus,0,0,0,5.73049482822842e-05,2.27205598345943e-05,0,0,3.03471716436028e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIF3,0.000124084874053853,0.000106127069477855,4.99400719137036e-05,0.00014326237070571,0,0.000119684034149844,0.000134996490091258,9.10415149308085e-05,0.000210889570552147,9.03570912245193e-05,0.00025167257398125,6.04205268669943e-05,0.000282411600299941,0.000253568983441945,0.000169603897805942,0.000322338025142366,0.000323768667287223,0.000656680946871384,0.000483333064814964,0.000280569922904265,0.000114945464762829,0.000337863202943164
Hyphomicrobium,4.65318277701948e-05,0,0,0,9.08822393383773e-05,5.98420170749222e-05,2.69992980182515e-05,0,1.91717791411043e-05,0,0,2.01401756223314e-05,2.92149931344766e-05,0,1.54185361641766e-05,2.47952327032589e-05,4.04710834109029e-05,0,0.000112777715123492,0,5.10868732279241e-05,0
Pontibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61111021604988e-05,0,0,0
Rhodanobacteraceae,0,0,0,0,0,0,0,0,1.91717791411043e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
Blastocatella,0,0,4.99400719137036e-05,8.59574224234263e-05,0,0,5.39985960365031e-05,0,0,0,0,0,0,0,1.54185361641766e-05,8.26507756775297e-06,1.34903611369676e-05,0,1.61111021604988e-05,0,0,0
Altererythrobacter,3.10212185134632e-05,3.53756898259516e-05,2.49700359568518e-05,0.00014326237070571,0.000113602799172972,0,2.69992980182515e-05,4.55207574654042e-05,0,3.61428364898077e-05,0,0,0,0,3.08370723283531e-05,0,1.34903611369676e-05,0,0,0,2.5543436613962e-05,0
Sedimenticolaceae,0.0265076312197543,0.0278170840998066,0.010437475029964,0.0148133291309705,0.0122691023106809,0.0523617649405569,0.0179545331821373,0.0328508133042,0.0393021472392638,0.0258782709267023,0.0500828422222688,0.0230000805607025,0.120813734942106,0.0300479245378705,0.0384384106572922,0.038242513905993,0.0777854223157554,0.05792864067044,0.087789395672558,0.109922416316971,0.0895552887685509,0.0188640288309933
Flavimaricola,1.55106092567316e-05,1.17918966086505e-05,0,8.59574224234263e-05,2.27205598345943e-05,0.000139631373174818,0,0,0,0,0,2.01401756223314e-05,0,0,0,0,0,0,0,0,0,0
Lentimicrobium,1.55106092567316e-05,3.53756898259516e-05,0,0.00014326237070571,6.8161679503783e-05,0,0,0,1.91717791411043e-05,0.00023492843718375,0,2.01401756223314e-05,0,0,0,0,0,0,0,0,0,0
Arcobacteraceae,0.000325722794391364,0.0021461251827744,0.00222233320015981,0.00177645339675081,0.00131779247040647,7.97893560998963e-05,0.000377990172255521,0.00021243020150522,0.000881901840490798,0.00137342778661269,2.09727144984375e-05,0.000201401756223314,1.94766620896511e-05,2.53568983441945e-05,1.54185361641766e-05,0.000132241241084048,0,0,1.61111021604988e-05,1.21986923001854e-05,0,0.000525564982356033
Exiguobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maritimimonas,0.00276088844769823,0.00293618225555398,0.00397023571713943,0.00260737514684393,0.00284006997932429,0.000897630256123833,0.00253793401371564,0.0021849963583394,0.00185966257668712,0.0018613560792251,0.00207629873534532,0.00328284862644002,0.000603776524779183,0.00207926566422395,0.00226652481613396,0.00292583745898455,0.00124111322460102,0.00112573876606523,0.00111166604907442,0.00087830584561335,0.000459781859051317,0.00221488099707185
Thermodesulfovibrionia,3.10212185134632e-05,1.17918966086505e-05,0,0,0,0,2.69992980182515e-05,0,0,0,2.09727144984375e-05,2.01401756223314e-05,9.73833104482554e-06,2.53568983441945e-05,1.54185361641766e-05,1.65301551355059e-05,0,3.12705212795897e-05,0,2.43973846003708e-05,1.2771718306981e-05,3.75403558825738e-05
Symphothece PCC-7002,0,0,0,0,0,0,0,0,0,0,0,0,9.73833104482554e-06,0,0,0,0,0,0,0,0,0
Desulfonema,0.00159759275344336,0.0011202301778218,0.000749101078705553,0.000974184120798831,0.000613455115534047,0.000877682917098859,0.000971974728657055,0.000409686817188638,0.000632668711656442,0.000578285383836924,0.000629181434953126,0.00151051317167486,0.000603776524779183,0.000595887111088572,0.00107929753149236,0.00138026795381475,0.00116017105777922,0.000140717345758154,0.000257777634567981,0.000463550307407046,0.000536412168893203,0.00174562654853968
Aliikangiella,1.55106092567316e-05,2.35837932173011e-05,2.49700359568518e-05,0,2.27205598345943e-05,0,0,0,0,5.42142547347116e-05,0,0,0,0,0,0,0,0,0,0,0,3.75403558825738e-05
Cloacimonadales,0.00932187616329569,0.00718126503466818,0.0167548941270475,0.00810865018194321,0.00724785858723559,0.00217425995372217,0.0079647929153842,0.00174496236950716,0.00145705521472393,0.00287335550093971,0.00243283488181875,0.00394747442197696,0.000438224897017149,0.00169891218906103,0.00200440970134295,0.00276880098519725,0.0019156312814494,0.000859939335188718,0.00127277707067941,0.00106128623011613,0.00049809701397226,0.002289961708837
Bacteroidetes vadinHA17,0.00114778508499814,0.000566011037215226,0.0014482620854974,0.00137531875877482,0.00154499806875241,0.000478736136599378,0.000917976132620552,0.000273124544792425,0.00040260736196319,0.000487928292612404,0.000230699859482813,0.00028196245871264,0.000126598303582732,0.000291604330958237,0.000323789259447708,0.000214892016761577,0.00028329758387632,0.000203258388317333,0.000161111021604988,0.000317165999804821,0.000153260619683772,0.000525564982356033
C1-B045,6.20424370269264e-05,1.17918966086505e-05,4.99400719137036e-05,5.73049482822842e-05,6.8161679503783e-05,0,0.000107997192073006,6.06943432872056e-05,1.91717791411043e-05,7.22856729796154e-05,0,0,0,2.53568983441945e-05,3.08370723283531e-05,0,0,4.69057819193846e-05,0,0,0,0
JS1,0.000263680357364437,0.000294797415216263,0.00042449061126648,0.000200567318987995,0.000272646718015132,0.000558525492699274,0.00102597332469356,0.000242777373148823,0.000249233128834356,0.000162642764204135,0.000650154149451564,0.000362523161201966,0.000340841586568894,0.000519816416055988,0.000508811693417827,0.000338868180277872,0.000215845778191482,0.000703586728790769,0.000596110779938456,0.000353762076705377,0.000357608112595469,3.75403558825738e-05
Trichloromonas,0,2.35837932173011e-05,0,0.000114609896564568,2.27205598345943e-05,1.99473390249741e-05,2.69992980182515e-05,1.51735858218014e-05,1.91717791411043e-05,0,0,4.02803512446629e-05,0,0,0,8.26507756775297e-06,1.34903611369676e-05,0,3.22222043209976e-05,0,0,1.87701779412869e-05
Desulfuromonas,0.000418786449931753,0.000648554313475779,0.00027467039552537,0.000429787112117131,0.000295367277849726,0.000578472831724248,0.000728981046492791,0.000485554746297645,0.000881901840490798,0.00200592742518433,0.000692099578448439,0.00112784983485056,0.000467439890151626,0.000507137966883891,0.00106387899532818,0.00118190609218868,0.000674518056848382,0.000656680946871384,0.000741110699382945,0.000939299307114277,0.000919563718102634,0.00138899316765523
Amoebophilaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paludibacter,0.000263680357364437,0.000153294655912457,0.000124850179784259,0.000802269275951978,0.000454411196691886,0,0.000134996490091258,0.000136562272396213,0.000460122699386503,0.000216857018938846,2.09727144984375e-05,2.01401756223314e-05,9.73833104482554e-06,0,4.62556084925297e-05,3.30603102710119e-05,0,0,0,0,0,0.000112621067647721
Gemmobacter,0.000806551681350043,0.000247629828781661,0.000324610467439073,0.00114609896564568,0.00099970463272215,0.000179526051224767,0.000134996490091258,0.000151735858218014,0.000383435582822086,0.000487928292612404,2.09727144984375e-05,0.000120841053733989,5.84299862689532e-05,6.33922458604863e-05,6.16741446567063e-05,3.30603102710119e-05,4.04710834109029e-05,4.69057819193846e-05,3.22222043209976e-05,3.65960769005563e-05,0.000102173746455848,7.50807117651475e-05
Psychromonas,3.10212185134632e-05,2.35837932173011e-05,4.99400719137036e-05,8.59574224234263e-05,4.54411196691886e-05,3.98946780499481e-05,2.69992980182515e-05,1.51735858218014e-05,0,0,4.19454289968751e-05,2.01401756223314e-05,0,1.26784491720973e-05,0,1.65301551355059e-05,0,0,0,2.43973846003708e-05,0,0.000131391245589008
Candidatus Nitrosopumilus,3.10212185134632e-05,1.17918966086505e-05,4.99400719137036e-05,5.73049482822842e-05,6.8161679503783e-05,0,0,0,1.91717791411043e-05,0,0,0,0,0,0,0,2.69807222739353e-05,3.12705212795897e-05,0,0,0,0
